Turbine_ID,Compressor_ID,Location,Manufacturer,Installation_Year,Last_Maintenance_Date,Operating_Hours,Next_Maintenance_Due,Power_Output_MW,Efficiency_Percent,Vibration_Level_mm_s,Temperature_C,Pressure_Ratio,Fuel_Type,Status
TURB-0938,COMP-0938,Site D,Siemens,2007,2025-07-26,54928,2025-12-24,207.99,94.73,4.48,233.69,19.39,Hydrogen,Maintenance Required
TURB-0939,COMP-0939,Site C,Mitsubishi,2013,2025-07-27,56285,2025-12-25,323.37,82.52,0.76,1107.92,9.58,Hydrogen,Out of Service
TURB-0940,COMP-0940,Site B,Siemens,2000,2025-07-28,26117,2025-12-26,317.02,76.17,8.53,707.32,23.49,Natural Gas,Out of Service
TURB-0941,COMP-0941,Site C,Mitsubishi,2006,2025-07-29,90158,2025-12-27,493.8,95.16,1.16,1019.16,18.33,Diesel,Maintenance Required
TURB-0942,COMP-0942,Site D,Siemens,2000,2025-07-30,59280,2025-12-28,356.77,73.56,4.77,1011.95,8.43,Diesel,Operational
TURB-0943,COMP-0943,Site D,GE,2004,2025-07-31,48098,2025-12-29,160.22,83.97,5.15,1144.64,17.52,Natural Gas,Operational
TURB-0944,COMP-0944,Site C,Siemens,2017,2025-08-01,90735,2025-12-30,101.88,92.5,5.35,807.55,21.84,Natural Gas,Maintenance Required
TURB-0945,COMP-0945,Site D,GE,2016,2025-08-02,93657,2025-12-31,398.44,94.81,6.13,951.4,11.75,Diesel,Out of Service
TURB-0946,COMP-0946,Site A,Mitsubishi,2016,2025-08-03,73006,2026-01-01,98.08,96.08,7.05,993.61,14.7,Diesel,Maintenance Required
TURB-0947,COMP-0947,Site A,Siemens,2012,2025-08-04,19923,2026-01-02,317.45,85.08,0.14,588.33,6.61,Diesel,Out of Service
TURB-0948,COMP-0948,Site B,Siemens,2020,2025-08-05,52908,2026-01-03,74.83,87.37,0.41,547.12,10.95,Diesel,Operational
TURB-0949,COMP-0949,Site C,Solar,2003,2025-08-06,55431,2026-01-04,362.17,78.91,6.15,1138.61,15.11,Hydrogen,Operational
TURB-0950,COMP-0950,Site B,GE,2020,2025-08-07,90295,2026-01-05,393.62,70.83,1.9,127.02,15.96,Hydrogen,Operational
TURB-0951,COMP-0951,Site A,Solar,2015,2025-08-08,56485,2026-01-06,495.36,60.61,8.34,1145.89,18.42,Diesel,Operational
TURB-0952,COMP-0952,Site B,Mitsubishi,2016,2025-08-09,27329,2026-01-07,477.57,68.44,6.31,715.26,24.0,Hydrogen,Maintenance Required
TURB-0953,COMP-0953,Site D,Mitsubishi,2017,2025-08-10,85469,2026-01-08,359.77,97.24,9.81,388.88,21.21,Diesel,Operational
TURB-0954,COMP-0954,Site C,GE,2001,2025-08-11,76686,2026-01-09,145.99,90.64,7.31,690.78,21.51,Natural Gas,Maintenance Required
TURB-0955,COMP-0955,Site C,Mitsubishi,2020,2025-08-12,6242,2026-01-10,31.42,78.2,1.0,783.46,14.6,Hydrogen,Maintenance Required
TURB-0956,COMP-0956,Site C,Mitsubishi,2011,2025-08-13,42691,2026-01-11,282.07,73.06,1.79,177.4,4.89,Hydrogen,Maintenance Required
TURB-0957,COMP-0957,Site A,Siemens,2009,2025-08-14,80648,2026-01-12,385.33,62.45,0.56,820.41,16.43,Natural Gas,Out of Service
TURB-0958,COMP-0958,Site D,Siemens,2008,2025-08-15,18217,2026-01-13,15.21,60.39,7.44,1087.97,11.05,Diesel,Operational
TURB-0959,COMP-0959,Site A,Siemens,2003,2025-08-16,76880,2026-01-14,267.15,88.69,1.36,1166.99,2.25,Hydrogen,Out of Service
TURB-0960,COMP-0960,Site D,GE,2014,2025-08-17,22070,2026-01-15,442.62,97.45,6.67,739.76,6.08,Hydrogen,Out of Service
TURB-0961,COMP-0961,Site D,GE,2020,2025-08-18,89038,2026-01-16,322.24,69.65,5.6,426.1,19.34,Hydrogen,Maintenance Required
TURB-0962,COMP-0962,Site C,Siemens,2009,2025-08-19,14510,2026-01-17,345.05,70.43,6.37,697.99,16.33,Diesel,Operational
TURB-0963,COMP-0963,Site A,Mitsubishi,2008,2025-08-20,59579,2026-01-18,242.42,95.52,5.14,53.27,24.49,Hydrogen,Maintenance Required
TURB-0964,COMP-0964,Site B,Solar,2006,2025-08-21,15860,2026-01-19,472.14,82.88,0.23,1107.12,23.2,Natural Gas,Operational
TURB-0965,COMP-0965,Site B,Siemens,2010,2025-08-22,14151,2026-01-20,193.58,66.6,2.61,952.33,15.47,Hydrogen,Out of Service
TURB-0966,COMP-0966,Site C,Siemens,2001,2025-08-23,17668,2026-01-21,195.76,61.74,8.86,241.41,5.14,Natural Gas,Out of Service
TURB-0967,COMP-0967,Site A,Mitsubishi,2019,2025-08-24,41259,2026-01-22,263.69,81.42,9.3,750.77,9.4,Natural Gas,Maintenance Required
TURB-0968,COMP-0968,Site D,Mitsubishi,2019,2025-08-25,4538,2026-01-23,297.11,77.2,1.06,73.69,6.98,Diesel,Operational
TURB-0969,COMP-0969,Site C,Siemens,2015,2025-08-26,5233,2026-01-24,273.34,76.42,9.53,298.45,12.56,Diesel,Maintenance Required
TURB-0970,COMP-0970,Site B,Siemens,2005,2025-08-27,64843,2026-01-25,411.13,96.83,6.74,245.51,20.31,Hydrogen,Maintenance Required
TURB-0971,COMP-0971,Site B,Solar,2007,2025-08-28,50227,2026-01-26,418.91,69.99,9.23,229.57,20.81,Natural Gas,Out of Service
TURB-0972,COMP-0972,Site D,Solar,2017,2025-08-29,16033,2026-01-27,74.52,78.54,4.07,684.92,5.68,Natural Gas,Maintenance Required
TURB-0973,COMP-0973,Site A,Mitsubishi,2010,2025-08-30,10087,2026-01-28,302.12,68.11,1.11,1159.09,14.4,Diesel,Maintenance Required
TURB-0974,COMP-0974,Site B,Solar,2003,2025-08-31,13985,2026-01-29,492.11,72.23,3.09,199.89,17.4,Hydrogen,Operational
TURB-0975,COMP-0975,Site A,Mitsubishi,2003,2025-09-01,24399,2026-01-30,303.83,89.1,6.93,1053.74,10.82,Hydrogen,Operational
TURB-0976,COMP-0976,Site A,GE,2009,2025-09-02,41005,2026-01-31,347.2,67.5,7.97,144.6,22.78,Natural Gas,Operational
TURB-0977,COMP-0977,Site B,Siemens,2015,2025-09-03,24084,2026-02-01,432.07,85.71,0.6,145.27,9.94,Hydrogen,Maintenance Required
TURB-0978,COMP-0978,Site B,GE,2020,2025-09-04,90265,2026-02-02,434.63,64.93,4.92,772.29,13.02,Hydrogen,Operational
TURB-0979,COMP-0979,Site C,Siemens,2002,2025-09-05,22167,2026-02-03,18.42,67.24,0.74,710.68,15.29,Natural Gas,Maintenance Required
TURB-0980,COMP-0980,Site A,Solar,2011,2025-09-06,59282,2026-02-04,127.32,60.88,8.65,445.86,11.54,Diesel,Operational
TURB-0981,COMP-0981,Site C,Siemens,2016,2025-09-07,37109,2026-02-05,432.81,83.96,4.82,663.4,24.15,Hydrogen,Operational
TURB-0982,COMP-0982,Site A,Mitsubishi,2004,2025-09-08,29915,2026-02-06,336.88,97.63,9.16,918.15,19.37,Diesel,Operational
TURB-0983,COMP-0983,Site B,Mitsubishi,2002,2025-09-09,5251,2026-02-07,319.54,84.95,0.88,939.29,20.98,Hydrogen,Maintenance Required
TURB-0984,COMP-0984,Site A,Solar,2015,2025-09-10,47268,2026-02-08,431.37,95.09,3.37,63.78,19.19,Diesel,Out of Service
TURB-0985,COMP-0985,Site C,Mitsubishi,2018,2025-09-11,14221,2026-02-09,405.21,80.0,6.8,139.8,15.32,Hydrogen,Out of Service
TURB-0986,COMP-0986,Site A,Siemens,2003,2025-09-12,47154,2026-02-10,378.16,85.85,3.01,53.95,2.16,Hydrogen,Maintenance Required
TURB-0987,COMP-0987,Site B,Siemens,2008,2025-09-13,49672,2026-02-11,33.2,95.17,8.43,67.99,19.47,Hydrogen,Maintenance Required
TURB-0988,COMP-0988,Site C,Solar,2003,2025-09-14,4778,2026-02-12,393.01,63.28,9.87,1015.58,15.9,Hydrogen,Out of Service
TURB-0989,COMP-0989,Site A,Siemens,2020,2025-09-15,28532,2026-02-13,108.3,82.7,2.88,146.09,3.4,Hydrogen,Maintenance Required
TURB-0990,COMP-0990,Site A,Solar,2009,2025-09-16,72772,2026-02-14,22.74,81.87,3.67,867.66,4.29,Natural Gas,Operational
TURB-0991,COMP-0991,Site A,Solar,2020,2025-09-17,67181,2026-02-15,251.03,61.26,9.68,1177.04,12.81,Hydrogen,Out of Service
TURB-0992,COMP-0992,Site A,Mitsubishi,2016,2025-09-18,36007,2026-02-16,471.76,65.94,3.64,994.05,21.54,Natural Gas,Maintenance Required
TURB-0993,COMP-0993,Site D,Mitsubishi,2015,2025-09-19,92241,2026-02-17,444.36,80.99,5.6,126.36,14.51,Hydrogen,Maintenance Required
TURB-0994,COMP-0994,Site A,Siemens,2006,2025-09-20,43421,2026-02-18,491.21,78.91,7.72,1077.96,23.11,Diesel,Out of Service
TURB-0995,COMP-0995,Site B,Mitsubishi,2014,2025-09-21,40862,2026-02-19,130.8,73.07,4.44,1151.89,20.67,Diesel,Maintenance Required
TURB-0996,COMP-0996,Site B,Solar,2017,2025-09-22,26627,2026-02-20,350.74,86.51,3.79,862.33,16.32,Diesel,Out of Service
TURB-0997,COMP-0997,Site C,GE,2005,2025-09-23,42486,2026-02-21,37.36,73.69,5.01,758.76,8.86,Natural Gas,Maintenance Required
TURB-0998,COMP-0998,Site A,Mitsubishi,2014,2025-09-24,77439,2026-02-22,403.69,89.22,7.82,742.07,21.54,Natural Gas,Maintenance Required
TURB-0999,COMP-0999,Site D,Mitsubishi,2010,2025-09-25,5458,2026-02-23,266.64,90.75,3.19,993.29,16.99,Diesel,Out of Service
TURB-1000,COMP-1000,Site D,GE,2019,2025-09-26,85337,2026-02-24,498.18,84.49,3.57,686.47,14.49,Natural Gas,Out of Service
TURB-1001,COMP-1001,Site B,Siemens,2004,2025-09-27,85057,2026-02-25,127.6,70.6,1.97,433.85,13.26,Diesel,Operational
TURB-1002,COMP-1002,Site D,Solar,2015,2025-09-28,76453,2026-02-26,394.48,90.5,7.05,1166.0,6.5,Hydrogen,Maintenance Required
TURB-1003,COMP-1003,Site B,GE,2011,2025-09-29,43688,2026-02-27,93.77,69.57,9.0,105.73,1.87,Hydrogen,Maintenance Required
TURB-1004,COMP-1004,Site A,GE,2020,2025-09-30,32257,2026-02-28,150.72,71.51,1.94,815.15,18.34,Hydrogen,Out of Service
TURB-1005,COMP-1005,Site C,Solar,2003,2025-10-01,40533,2026-03-01,154.83,83.13,0.44,723.47,23.11,Hydrogen,Operational
TURB-1006,COMP-1006,Site A,GE,2001,2025-10-02,21924,2026-03-02,293.15,86.18,3.87,785.02,5.82,Natural Gas,Out of Service
TURB-1007,COMP-1007,Site D,GE,2015,2025-10-03,70590,2026-03-03,188.9,74.11,4.16,788.54,23.47,Diesel,Maintenance Required
TURB-1008,COMP-1008,Site C,Mitsubishi,2007,2025-10-04,12243,2026-03-04,224.97,82.47,6.49,192.06,3.19,Natural Gas,Out of Service
TURB-1009,COMP-1009,Site C,Siemens,2016,2025-10-05,99432,2026-03-05,265.68,69.42,0.95,203.54,14.48,Diesel,Maintenance Required
TURB-1010,COMP-1010,Site B,Siemens,2008,2025-10-06,40403,2026-03-06,37.55,90.2,8.23,127.48,4.22,Hydrogen,Maintenance Required
TURB-1011,COMP-1011,Site C,Mitsubishi,2005,2025-10-07,33768,2026-03-07,336.03,97.7,5.78,1129.14,22.39,Diesel,Out of Service
TURB-1012,COMP-1012,Site B,Mitsubishi,2003,2025-10-08,20619,2026-03-08,328.14,86.54,5.51,751.39,3.93,Natural Gas,Maintenance Required
TURB-1013,COMP-1013,Site D,Solar,2012,2025-10-09,87852,2026-03-09,482.75,72.14,3.23,138.68,7.4,Diesel,Maintenance Required
TURB-1014,COMP-1014,Site B,Solar,2013,2025-10-10,41772,2026-03-10,75.36,73.25,3.72,548.71,20.44,Hydrogen,Operational
TURB-1015,COMP-1015,Site A,GE,2011,2025-10-11,56167,2026-03-11,25.17,61.16,0.65,463.22,17.68,Natural Gas,Operational
TURB-1016,COMP-1016,Site D,Siemens,2002,2025-10-12,98089,2026-03-12,75.28,84.58,7.56,220.43,10.62,Natural Gas,Maintenance Required
TURB-1017,COMP-1017,Site A,Solar,2014,2025-10-13,2634,2026-03-13,217.01,82.8,6.09,995.32,21.16,Diesel,Maintenance Required
TURB-1018,COMP-1018,Site D,GE,2014,2025-10-14,26373,2026-03-14,114.83,96.27,9.77,941.95,16.44,Hydrogen,Maintenance Required
TURB-1019,COMP-1019,Site C,Siemens,2014,2025-10-15,99271,2026-03-15,116.0,75.28,3.6,583.69,7.6,Diesel,Operational
TURB-1020,COMP-1020,Site D,Solar,2014,2025-10-16,75631,2026-03-16,436.01,95.45,6.7,650.84,18.9,Natural Gas,Maintenance Required
TURB-1021,COMP-1021,Site A,Siemens,2007,2025-10-17,54505,2026-03-17,168.68,88.89,9.2,551.9,9.33,Diesel,Operational
TURB-1022,COMP-1022,Site D,GE,2016,2025-10-18,45131,2026-03-18,214.23,70.94,7.15,683.67,20.67,Diesel,Operational
TURB-1023,COMP-1023,Site A,Mitsubishi,2013,2025-10-19,2894,2026-03-19,345.23,60.62,0.5,892.45,19.87,Hydrogen,Maintenance Required
TURB-1024,COMP-1024,Site C,GE,2005,2025-10-20,39034,2026-03-20,176.57,87.61,6.36,1057.37,8.75,Diesel,Operational
TURB-1025,COMP-1025,Site A,Mitsubishi,2016,2025-10-21,5850,2026-03-21,281.63,78.86,5.5,731.17,3.94,Hydrogen,Maintenance Required
TURB-1026,COMP-1026,Site B,Mitsubishi,2001,2025-10-22,57902,2026-03-22,266.21,96.55,5.04,194.67,20.79,Diesel,Out of Service
TURB-1027,COMP-1027,Site D,GE,2010,2025-10-23,3061,2026-03-23,138.14,60.84,5.58,937.86,10.06,Hydrogen,Out of Service
TURB-1028,COMP-1028,Site A,Mitsubishi,2015,2025-10-24,25451,2026-03-24,361.38,79.83,4.66,478.12,9.15,Natural Gas,Out of Service
TURB-1029,COMP-1029,Site A,Siemens,2018,2025-10-25,54677,2026-03-25,418.72,89.98,6.95,774.36,1.93,Hydrogen,Out of Service
TURB-1030,COMP-1030,Site A,Solar,2016,2025-10-26,81672,2026-03-26,393.89,90.01,0.25,278.38,18.56,Hydrogen,Maintenance Required
TURB-1031,COMP-1031,Site B,Solar,2020,2025-10-27,69900,2026-03-27,203.69,85.54,1.97,237.92,7.94,Diesel,Out of Service
TURB-1032,COMP-1032,Site C,GE,2020,2025-10-28,10066,2026-03-28,467.15,74.99,3.72,110.58,11.74,Diesel,Maintenance Required
TURB-1033,COMP-1033,Site B,GE,2005,2025-10-29,52997,2026-03-29,450.49,62.56,4.58,411.62,22.65,Natural Gas,Maintenance Required
TURB-1034,COMP-1034,Site C,GE,2013,2025-10-30,91094,2026-03-30,140.75,71.47,1.39,736.72,4.44,Hydrogen,Maintenance Required
TURB-1035,COMP-1035,Site B,GE,2012,2025-10-31,60347,2026-03-31,70.73,84.74,8.22,416.59,2.39,Natural Gas,Maintenance Required
TURB-1036,COMP-1036,Site A,Siemens,2006,2025-11-01,92853,2026-04-01,447.97,89.3,9.3,327.01,14.67,Diesel,Maintenance Required
TURB-1037,COMP-1037,Site B,GE,2012,2025-11-02,38786,2026-04-02,374.98,91.06,7.54,1194.1,17.95,Hydrogen,Operational
TURB-1038,COMP-1038,Site D,GE,2005,2025-11-03,26463,2026-04-03,162.39,89.42,9.3,1198.67,13.91,Natural Gas,Out of Service
TURB-1039,COMP-1039,Site C,Solar,2001,2025-11-04,99572,2026-04-04,159.39,72.3,7.46,745.69,9.48,Diesel,Operational
TURB-1040,COMP-1040,Site A,Siemens,2004,2025-11-05,74158,2026-04-05,167.86,86.38,4.47,422.13,9.99,Diesel,Operational
TURB-1041,COMP-1041,Site C,GE,2011,2025-11-06,37177,2026-04-06,432.05,96.82,3.99,1040.87,5.02,Natural Gas,Out of Service
TURB-1042,COMP-1042,Site A,Siemens,2014,2025-11-07,54029,2026-04-07,127.71,65.19,1.75,897.31,8.83,Hydrogen,Maintenance Required
TURB-1043,COMP-1043,Site A,GE,2005,2025-11-08,80283,2026-04-08,329.03,87.79,0.96,758.33,19.33,Natural Gas,Maintenance Required
TURB-1044,COMP-1044,Site D,Siemens,2000,2025-11-09,89038,2026-04-09,418.88,75.58,2.27,1094.49,13.23,Diesel,Out of Service
TURB-1045,COMP-1045,Site B,GE,2010,2025-11-10,13374,2026-04-10,199.8,68.55,5.37,562.11,22.43,Hydrogen,Out of Service
TURB-1046,COMP-1046,Site D,GE,2020,2025-11-11,95558,2026-04-11,40.13,72.16,1.44,343.77,5.45,Hydrogen,Out of Service
TURB-1047,COMP-1047,Site C,Siemens,2011,2025-11-12,62249,2026-04-12,381.84,66.33,9.52,1162.1,11.9,Natural Gas,Operational
TURB-1048,COMP-1048,Site B,GE,2002,2025-11-13,37263,2026-04-13,19.74,90.98,2.26,1039.28,17.99,Diesel,Operational
TURB-1049,COMP-1049,Site C,GE,2018,2025-11-14,88717,2026-04-14,417.13,74.72,8.35,1098.87,7.9,Natural Gas,Out of Service
TURB-1050,COMP-1050,Site B,Siemens,2012,2025-11-15,27408,2026-04-15,186.82,95.63,8.21,1105.94,7.77,Natural Gas,Out of Service
TURB-1051,COMP-1051,Site D,Solar,2010,2025-11-16,84174,2026-04-16,402.65,96.72,1.5,490.0,3.98,Diesel,Out of Service
TURB-1052,COMP-1052,Site A,Mitsubishi,2006,2025-11-17,62316,2026-04-17,277.23,96.7,7.14,1039.93,22.48,Hydrogen,Out of Service
TURB-1053,COMP-1053,Site C,Solar,2011,2025-11-18,39591,2026-04-18,186.02,65.92,8.26,1072.67,5.55,Hydrogen,Operational
TURB-1054,COMP-1054,Site C,GE,2017,2025-11-19,26143,2026-04-19,450.67,73.16,8.85,679.72,24.3,Natural Gas,Out of Service
TURB-1055,COMP-1055,Site D,Siemens,2015,2025-11-20,21694,2026-04-20,385.85,71.79,9.54,769.05,12.05,Hydrogen,Out of Service
TURB-1056,COMP-1056,Site D,Solar,2007,2025-11-21,66535,2026-04-21,49.55,95.06,9.31,714.12,24.57,Diesel,Out of Service
TURB-1057,COMP-1057,Site B,Siemens,2020,2025-11-22,45730,2026-04-22,465.99,63.29,3.18,68.43,2.45,Hydrogen,Out of Service
TURB-1058,COMP-1058,Site C,Solar,2012,2025-11-23,45639,2026-04-23,238.83,82.37,2.75,665.86,14.83,Diesel,Maintenance Required
TURB-1059,COMP-1059,Site D,Mitsubishi,2016,2025-11-24,14044,2026-04-24,82.99,78.44,4.04,93.51,17.73,Hydrogen,Maintenance Required
TURB-1060,COMP-1060,Site B,GE,2003,2025-11-25,22158,2026-04-25,387.89,97.1,4.7,568.73,13.63,Natural Gas,Out of Service
TURB-1061,COMP-1061,Site B,Siemens,2008,2025-11-26,13239,2026-04-26,263.63,96.61,2.42,102.54,14.9,Diesel,Operational
TURB-1062,COMP-1062,Site C,GE,2008,2025-11-27,74721,2026-04-27,339.64,76.11,0.95,573.66,14.15,Diesel,Maintenance Required
TURB-1063,COMP-1063,Site B,GE,2009,2025-11-28,75550,2026-04-28,350.08,76.77,6.6,400.46,5.01,Diesel,Operational
TURB-1064,COMP-1064,Site D,Mitsubishi,2010,2025-11-29,47026,2026-04-29,106.62,74.61,1.82,940.01,14.0,Hydrogen,Maintenance Required
TURB-1065,COMP-1065,Site D,Mitsubishi,2000,2025-11-30,13237,2026-04-30,485.72,89.99,9.16,600.97,14.23,Natural Gas,Maintenance Required
TURB-1066,COMP-1066,Site D,GE,2016,2025-12-01,51946,2026-05-01,61.72,63.81,2.95,638.91,9.86,Hydrogen,Out of Service
TURB-1067,COMP-1067,Site C,Siemens,2006,2025-12-02,29660,2026-05-02,306.84,64.41,2.06,1089.24,15.78,Natural Gas,Out of Service
TURB-1068,COMP-1068,Site D,Mitsubishi,2010,2025-12-03,3183,2026-05-03,81.7,86.78,2.02,604.64,11.18,Diesel,Out of Service
TURB-1069,COMP-1069,Site A,Mitsubishi,2012,2025-12-04,23222,2026-05-04,439.88,60.63,2.97,229.83,19.25,Hydrogen,Operational
TURB-1070,COMP-1070,Site B,Mitsubishi,2005,2025-12-05,5856,2026-05-05,94.89,85.5,6.16,179.46,2.4,Diesel,Operational
TURB-1071,COMP-1071,Site A,Solar,2007,2025-12-06,44261,2026-05-06,226.11,64.89,9.79,401.7,1.73,Hydrogen,Operational
TURB-1072,COMP-1072,Site B,Mitsubishi,2009,2025-12-07,83248,2026-05-07,52.57,89.88,4.91,355.18,13.81,Natural Gas,Out of Service
TURB-1073,COMP-1073,Site C,GE,2013,2025-12-08,11009,2026-05-08,229.54,88.11,6.04,991.27,24.75,Natural Gas,Maintenance Required
TURB-1074,COMP-1074,Site D,Siemens,2011,2025-12-09,61916,2026-05-09,11.99,66.93,8.44,922.72,11.97,Diesel,Maintenance Required
TURB-1075,COMP-1075,Site B,Solar,2010,2025-12-10,98951,2026-05-10,227.3,88.76,3.41,117.42,1.78,Natural Gas,Maintenance Required
TURB-1076,COMP-1076,Site B,Mitsubishi,2006,2025-12-11,7407,2026-05-11,347.07,90.03,1.88,281.15,8.95,Hydrogen,Out of Service
TURB-1077,COMP-1077,Site D,GE,2012,2025-12-12,37710,2026-05-12,99.59,95.17,4.39,566.15,12.48,Hydrogen,Maintenance Required
TURB-1078,COMP-1078,Site C,Solar,2001,2025-12-13,62812,2026-05-13,280.96,87.53,3.26,150.28,22.68,Diesel,Maintenance Required
TURB-1079,COMP-1079,Site A,Solar,2002,2025-12-14,38947,2026-05-14,242.45,92.97,8.67,241.15,4.35,Diesel,Operational
TURB-1080,COMP-1080,Site C,Siemens,2000,2025-12-15,35783,2026-05-15,174.14,84.22,9.78,1094.71,23.22,Diesel,Operational
TURB-1081,COMP-1081,Site D,Mitsubishi,2005,2025-12-16,26355,2026-05-16,338.69,83.77,6.91,672.38,23.59,Diesel,Out of Service
TURB-1082,COMP-1082,Site A,Siemens,2000,2025-12-17,45491,2026-05-17,497.62,85.66,6.57,966.14,16.56,Hydrogen,Maintenance Required
TURB-1083,COMP-1083,Site D,Siemens,2001,2025-12-18,42658,2026-05-18,469.51,75.44,7.17,430.13,6.79,Diesel,Out of Service
TURB-1084,COMP-1084,Site A,Solar,2009,2025-12-19,59313,2026-05-19,485.35,68.69,4.73,481.01,14.11,Natural Gas,Operational
TURB-1085,COMP-1085,Site B,Mitsubishi,2011,2025-12-20,65417,2026-05-20,19.9,75.71,6.33,1037.11,20.69,Natural Gas,Maintenance Required
TURB-1086,COMP-1086,Site D,Solar,2004,2025-12-21,12640,2026-05-21,135.63,82.55,0.81,805.76,9.91,Natural Gas,Maintenance Required
TURB-1087,COMP-1087,Site D,Siemens,2008,2025-12-22,12677,2026-05-22,462.15,86.22,4.99,830.14,22.77,Natural Gas,Operational
TURB-1088,COMP-1088,Site B,Solar,2011,2025-12-23,49606,2026-05-23,33.66,77.35,3.39,784.78,3.54,Diesel,Maintenance Required
TURB-1089,COMP-1089,Site D,Solar,2007,2025-12-24,58509,2026-05-24,188.76,72.54,0.63,672.3,8.72,Hydrogen,Out of Service
TURB-1090,COMP-1090,Site A,Solar,2009,2025-12-25,32896,2026-05-25,329.58,69.38,5.49,1189.8,24.84,Natural Gas,Maintenance Required
TURB-1091,COMP-1091,Site D,Siemens,2013,2025-12-26,50852,2026-05-26,491.66,66.96,3.67,1078.34,15.22,Natural Gas,Operational
TURB-1092,COMP-1092,Site C,GE,2019,2025-12-27,65728,2026-05-27,145.13,78.1,5.95,867.54,15.37,Natural Gas,Operational
TURB-1093,COMP-1093,Site A,GE,2014,2025-12-28,23867,2026-05-28,384.45,86.84,5.18,829.88,7.14,Natural Gas,Out of Service
TURB-1094,COMP-1094,Site D,Siemens,2007,2025-12-29,58552,2026-05-29,333.58,91.53,2.83,146.9,21.65,Diesel,Out of Service
TURB-1095,COMP-1095,Site B,Mitsubishi,2008,2025-12-30,64539,2026-05-30,310.6,73.12,5.45,607.96,11.58,Natural Gas,Operational
TURB-1096,COMP-1096,Site C,Solar,2004,2025-12-31,4269,2026-05-31,374.04,83.22,3.85,620.41,20.15,Natural Gas,Out of Service
TURB-1097,COMP-1097,Site C,Siemens,2000,2026-01-01,80395,2026-06-01,134.42,78.15,9.22,109.73,20.55,Natural Gas,Operational
TURB-1098,COMP-1098,Site B,GE,2010,2026-01-02,53328,2026-06-02,175.96,96.72,3.82,918.94,5.61,Hydrogen,Out of Service
TURB-1099,COMP-1099,Site C,Siemens,2003,2026-01-03,59259,2026-06-03,284.63,93.53,0.5,52.26,13.29,Hydrogen,Operational
TURB-1100,COMP-1100,Site C,GE,2005,2026-01-04,15297,2026-06-04,225.1,93.53,7.66,538.99,10.52,Natural Gas,Out of Service
TURB-1101,COMP-1101,Site A,Mitsubishi,2016,2026-01-05,16719,2026-06-05,363.78,82.01,9.64,1088.74,5.14,Hydrogen,Out of Service
TURB-1102,COMP-1102,Site D,GE,2003,2026-01-06,90009,2026-06-06,402.31,76.6,1.78,441.41,4.4,Natural Gas,Out of Service
TURB-1103,COMP-1103,Site A,Mitsubishi,2004,2026-01-07,13811,2026-06-07,268.72,84.77,9.73,720.04,2.58,Natural Gas,Out of Service
TURB-1104,COMP-1104,Site B,Mitsubishi,2013,2026-01-08,63941,2026-06-08,203.04,66.07,6.21,404.15,18.0,Natural Gas,Maintenance Required
TURB-1105,COMP-1105,Site A,Mitsubishi,2020,2026-01-09,29885,2026-06-09,456.8,93.55,8.49,255.83,19.88,Natural Gas,Operational
TURB-1106,COMP-1106,Site C,Siemens,2017,2026-01-10,35263,2026-06-10,377.43,70.31,4.78,889.52,12.58,Diesel,Operational
TURB-1107,COMP-1107,Site B,Siemens,2002,2026-01-11,67626,2026-06-11,339.89,91.42,6.26,285.26,14.75,Natural Gas,Maintenance Required
TURB-1108,COMP-1108,Site D,Mitsubishi,2020,2026-01-12,58512,2026-06-12,38.08,71.34,8.43,133.02,7.66,Hydrogen,Out of Service
TURB-1109,COMP-1109,Site B,GE,2010,2026-01-13,95220,2026-06-13,268.64,79.84,9.83,550.4,18.3,Diesel,Out of Service
TURB-1110,COMP-1110,Site B,Solar,2014,2026-01-14,59084,2026-06-14,69.54,89.35,1.93,865.21,15.22,Hydrogen,Operational
TURB-1111,COMP-1111,Site C,Solar,2006,2026-01-15,62397,2026-06-15,333.65,74.96,9.0,717.01,22.23,Diesel,Operational
TURB-1112,COMP-1112,Site A,GE,2003,2026-01-16,25737,2026-06-16,156.82,73.6,6.71,331.07,19.03,Natural Gas,Operational
TURB-1113,COMP-1113,Site C,Solar,2005,2026-01-17,81486,2026-06-17,371.87,93.74,9.47,990.42,1.94,Natural Gas,Maintenance Required
TURB-1114,COMP-1114,Site C,GE,2009,2026-01-18,42567,2026-06-18,391.29,62.62,3.25,161.66,20.53,Natural Gas,Operational
TURB-1115,COMP-1115,Site A,GE,2006,2026-01-19,50879,2026-06-19,157.2,91.98,2.5,820.86,2.14,Natural Gas,Maintenance Required
TURB-1116,COMP-1116,Site A,Mitsubishi,2002,2026-01-20,45744,2026-06-20,488.37,95.27,3.72,747.68,20.63,Diesel,Maintenance Required
TURB-1117,COMP-1117,Site C,GE,2014,2026-01-21,89983,2026-06-21,263.18,81.4,8.86,1083.76,24.7,Hydrogen,Operational
TURB-1118,COMP-1118,Site D,Siemens,2020,2026-01-22,45745,2026-06-22,116.76,86.45,4.65,655.97,12.8,Natural Gas,Operational
TURB-1119,COMP-1119,Site A,Siemens,2015,2026-01-23,46858,2026-06-23,389.85,92.74,9.52,991.83,6.83,Natural Gas,Operational
TURB-1120,COMP-1120,Site D,Siemens,2020,2026-01-24,97019,2026-06-24,382.76,76.55,2.5,297.59,1.72,Natural Gas,Out of Service
