Turbine_ID,Compressor_ID,Date,Fuel_Consumption_m3,CO2_Emissions_kg,NOx_Emissions_kg,SOx_Emissions_kg,Power_Output_MW,Operating_Hours,Load_Factor,Temperature_C,Pressure_Ratio,Fuel_Type,Location,Manufacturer
TURB-0979,COMP-0979,2025-09-05,817.45,4824.11,3149.64,871.47,65.24,67578,0.53,398.96,3.73,Natural Gas,Site C,Mitsubishi
TURB-0980,COMP-0980,2025-09-06,1292.94,28962.18,867.93,1797.82,160.63,11008,0.77,738.53,14.74,Hydrogen,Site C,Mitsubishi
TURB-0981,COMP-0981,2025-09-07,1250.72,34504.32,512.35,363.64,202.43,50706,0.82,898.3,9.63,Hydrogen,Site D,Mitsubishi
TURB-0982,COMP-0982,2025-09-08,5212.5,4669.1,2509.07,1478.76,291.59,63013,1.0,469.39,4.36,Natural Gas,Site B,Mitsubishi
TURB-0983,COMP-0983,2025-09-09,8808.49,27130.14,3518.2,929.75,100.66,78765,0.76,1106.83,6.07,Hydrogen,Site A,GE
TURB-0984,COMP-0984,2025-09-10,7467.08,48646.68,1014.67,1097.72,167.72,35684,0.67,579.5,7.81,Diesel,Site D,Solar
TURB-0985,COMP-0985,2025-09-11,8653.14,2727.76,368.18,316.33,385.27,99614,0.84,611.62,18.35,Hydrogen,Site C,GE
TURB-0986,COMP-0986,2025-09-12,8654.82,9727.31,308.2,1740.3,102.49,17763,0.82,1069.27,24.78,Hydrogen,Site D,Solar
TURB-0987,COMP-0987,2025-09-13,1231.23,27764.7,107.18,1876.33,196.2,87361,0.51,121.83,2.25,Diesel,Site C,Mitsubishi
TURB-0988,COMP-0988,2025-09-14,5556.03,35919.57,1245.27,379.2,201.85,52214,0.56,750.01,20.28,Natural Gas,Site C,GE
TURB-0989,COMP-0989,2025-09-15,7910.31,41389.14,4345.93,1283.9,111.81,53242,0.85,694.24,13.52,Diesel,Site B,Siemens
TURB-0990,COMP-0990,2025-09-16,9501.12,15596.35,2315.31,1978.29,437.59,96203,0.54,511.13,4.23,Diesel,Site C,GE
TURB-0991,COMP-0991,2025-09-17,6872.97,17426.57,4623.59,596.97,262.3,4046,0.9,546.65,6.96,Hydrogen,Site D,Mitsubishi
TURB-0992,COMP-0992,2025-09-18,8579.64,39656.42,1322.03,275.09,199.17,74738,0.95,842.36,11.51,Natural Gas,Site C,Solar
TURB-0993,COMP-0993,2025-09-19,3780.67,21618.59,4918.51,2283.03,391.25,43725,0.6,704.42,18.52,Natural Gas,Site A,Siemens
TURB-0994,COMP-0994,2025-09-20,7088.44,43915.59,4141.8,1919.5,28.0,6055,0.75,803.82,7.16,Hydrogen,Site A,Mitsubishi
TURB-0995,COMP-0995,2025-09-21,3767.0,46081.1,3940.82,794.6,499.13,92882,0.66,556.21,16.53,Natural Gas,Site B,Siemens
TURB-0996,COMP-0996,2025-09-22,2028.49,42705.36,3018.37,1846.56,480.87,26917,0.76,512.91,7.93,Natural Gas,Site C,GE
TURB-0997,COMP-0997,2025-09-23,745.98,5113.68,1059.96,120.63,52.93,14663,0.81,647.13,20.88,Diesel,Site A,Solar
TURB-0998,COMP-0998,2025-09-24,8856.81,27449.36,4763.16,2029.39,445.19,70447,0.51,539.8,8.68,Diesel,Site A,Mitsubishi
TURB-0999,COMP-0999,2025-09-25,738.64,47364.84,4070.79,1002.74,162.23,40090,0.95,1022.0,20.83,Diesel,Site C,Mitsubishi
TURB-1000,COMP-1000,2025-09-26,9997.04,48222.33,4178.72,698.8,61.22,71897,0.68,1053.04,9.06,Hydrogen,Site A,Mitsubishi
TURB-1001,COMP-1001,2025-09-27,5155.96,26778.0,4442.04,565.21,289.39,75724,0.6,134.94,14.39,Hydrogen,Site A,Siemens
TURB-1002,COMP-1002,2025-09-28,5087.87,22202.32,1363.43,1061.22,435.58,1570,0.52,117.96,20.09,Natural Gas,Site B,Mitsubishi
TURB-1003,COMP-1003,2025-09-29,827.51,10237.31,4360.6,1647.92,88.24,44968,1.0,382.2,3.76,Diesel,Site B,Solar
TURB-1004,COMP-1004,2025-09-30,838.6,49861.61,2502.62,1996.26,485.4,22358,0.88,149.05,5.43,Natural Gas,Site A,GE
TURB-1005,COMP-1005,2025-10-01,7209.49,31373.36,3301.35,97.29,152.76,15428,0.73,670.81,23.98,Diesel,Site B,Siemens
TURB-1006,COMP-1006,2025-10-02,4484.24,4913.61,4807.78,2354.51,289.07,4662,0.93,74.45,5.76,Natural Gas,Site C,Mitsubishi
TURB-1007,COMP-1007,2025-10-03,1858.25,43976.41,4503.44,2100.82,336.0,41499,0.73,952.66,22.58,Natural Gas,Site B,Mitsubishi
TURB-1008,COMP-1008,2025-10-04,2104.94,33177.07,1323.46,2400.35,181.85,64772,0.84,796.38,13.58,Hydrogen,Site C,Mitsubishi
TURB-1009,COMP-1009,2025-10-05,2394.07,17253.24,3695.54,679.74,440.19,11920,0.98,293.56,4.05,Diesel,Site B,Solar
TURB-1010,COMP-1010,2025-10-06,8122.86,10075.7,4164.07,441.84,496.29,88088,0.85,428.96,12.71,Natural Gas,Site B,Mitsubishi
TURB-1011,COMP-1011,2025-10-07,6155.11,33589.72,2262.65,2193.19,210.11,24200,0.62,401.44,14.67,Natural Gas,Site C,Siemens
TURB-1012,COMP-1012,2025-10-08,815.36,1464.87,624.05,95.41,81.12,19907,0.97,1110.97,5.13,Diesel,Site C,GE
TURB-1013,COMP-1013,2025-10-09,6937.31,43337.63,1639.4,1068.02,443.42,45557,0.51,1070.11,19.47,Hydrogen,Site A,Mitsubishi
TURB-1014,COMP-1014,2025-10-10,5246.11,31855.6,3697.52,1102.9,267.71,30728,0.96,698.98,4.24,Natural Gas,Site A,Solar
TURB-1015,COMP-1015,2025-10-11,5839.74,11407.25,2977.2,604.16,372.68,96246,0.98,468.62,3.92,Natural Gas,Site D,Mitsubishi
TURB-1016,COMP-1016,2025-10-12,3091.75,35062.39,3880.81,617.68,185.53,86014,0.55,581.03,14.97,Natural Gas,Site B,Siemens
TURB-1017,COMP-1017,2025-10-13,276.77,13891.76,4493.07,1684.7,65.53,32954,0.53,703.08,21.09,Diesel,Site D,Solar
TURB-1018,COMP-1018,2025-10-14,5136.46,44347.01,1697.35,832.54,431.05,78061,0.92,616.45,15.94,Hydrogen,Site A,GE
TURB-1019,COMP-1019,2025-10-15,5991.78,33429.01,3470.98,303.84,246.7,48613,0.51,121.93,2.59,Natural Gas,Site D,GE
TURB-1020,COMP-1020,2025-10-16,6488.03,44429.12,574.88,877.88,63.44,18178,0.9,582.21,11.78,Natural Gas,Site D,Siemens
TURB-1021,COMP-1021,2025-10-17,4477.25,36760.77,3356.13,1275.59,101.81,95810,0.68,1108.12,18.47,Hydrogen,Site A,Siemens
TURB-1022,COMP-1022,2025-10-18,5651.07,20318.08,275.13,150.53,373.35,87314,0.51,519.84,7.69,Natural Gas,Site B,Mitsubishi
TURB-1023,COMP-1023,2025-10-19,5485.35,40961.26,1334.82,2477.33,439.15,72507,0.82,856.22,17.87,Natural Gas,Site B,Siemens
TURB-1024,COMP-1024,2025-10-20,3758.98,40996.84,2295.98,1784.17,145.82,98481,0.64,1196.62,10.76,Hydrogen,Site C,Siemens
TURB-1025,COMP-1025,2025-10-21,8098.34,48568.79,4241.44,327.73,147.39,91108,0.58,685.35,24.2,Natural Gas,Site C,GE
TURB-1026,COMP-1026,2025-10-22,4388.68,31327.54,828.1,156.04,59.83,60143,0.77,605.97,12.88,Hydrogen,Site C,GE
TURB-1027,COMP-1027,2025-10-23,2449.18,34659.1,3921.48,2478.36,215.25,62181,0.51,360.2,21.47,Hydrogen,Site A,Solar
TURB-1028,COMP-1028,2025-10-24,188.56,24611.71,2866.44,1583.41,446.8,62872,0.7,313.65,9.69,Diesel,Site A,Solar
TURB-1029,COMP-1029,2025-10-25,2943.59,14234.38,2339.8,1519.73,90.53,47428,0.81,689.08,18.89,Natural Gas,Site D,Siemens
TURB-1030,COMP-1030,2025-10-26,1124.12,5032.89,3246.94,593.56,391.79,77172,0.86,827.58,9.17,Hydrogen,Site D,GE
TURB-1031,COMP-1031,2025-10-27,5061.59,37960.03,1788.55,2193.07,117.26,39152,0.76,542.03,8.19,Diesel,Site D,Solar
TURB-1032,COMP-1032,2025-10-28,3876.39,24009.18,4973.47,221.89,109.28,51412,0.53,52.04,5.62,Hydrogen,Site C,GE
TURB-1033,COMP-1033,2025-10-29,2585.33,42395.52,641.49,1926.8,17.32,2875,0.88,694.19,16.55,Hydrogen,Site C,Mitsubishi
TURB-1034,COMP-1034,2025-10-30,1379.61,22177.24,779.04,376.87,338.17,15299,0.69,707.35,12.75,Hydrogen,Site D,Siemens
TURB-1035,COMP-1035,2025-10-31,8076.09,47174.58,4431.75,2017.15,199.57,7766,0.59,134.08,9.98,Hydrogen,Site B,Siemens
TURB-1036,COMP-1036,2025-11-01,9849.69,19210.09,1173.71,575.76,487.14,52416,0.63,166.82,2.8,Hydrogen,Site D,Siemens
TURB-1037,COMP-1037,2025-11-02,8628.77,22356.62,399.33,2437.97,35.32,30780,0.83,400.26,16.99,Hydrogen,Site D,Solar
TURB-1038,COMP-1038,2025-11-03,7889.13,33210.78,4466.07,547.4,42.31,88656,0.6,737.75,17.61,Diesel,Site C,Siemens
TURB-1039,COMP-1039,2025-11-04,5358.89,16567.45,405.82,1521.74,149.38,85244,0.54,253.11,9.02,Hydrogen,Site C,Mitsubishi
TURB-1040,COMP-1040,2025-11-05,8372.0,31755.31,4312.79,2176.16,273.51,24436,0.81,445.91,17.0,Natural Gas,Site A,Solar
TURB-1041,COMP-1041,2025-11-06,5387.88,1642.17,2699.74,1111.07,376.73,72691,0.82,219.28,22.18,Natural Gas,Site A,Solar
TURB-1042,COMP-1042,2025-11-07,3288.02,12987.88,2718.27,1205.47,158.48,47399,0.72,435.98,9.67,Natural Gas,Site D,Mitsubishi
TURB-1043,COMP-1043,2025-11-08,2339.07,12438.77,741.28,2369.04,173.44,26999,0.75,887.65,18.41,Diesel,Site C,Mitsubishi
TURB-1044,COMP-1044,2025-11-09,2237.51,6437.89,3188.79,226.99,362.48,72502,0.92,479.57,21.37,Natural Gas,Site C,Siemens
TURB-1045,COMP-1045,2025-11-10,4615.85,46350.18,1914.5,1304.9,191.19,93668,0.67,990.08,11.79,Diesel,Site C,Siemens
TURB-1046,COMP-1046,2025-11-11,6419.75,49214.45,1876.63,1031.99,329.75,63292,0.93,1116.55,5.12,Natural Gas,Site B,Mitsubishi
TURB-1047,COMP-1047,2025-11-12,1605.18,2973.22,3515.64,1264.9,163.96,17036,0.94,403.3,2.42,Natural Gas,Site C,GE
TURB-1048,COMP-1048,2025-11-13,220.41,22774.65,4352.18,770.61,495.91,73802,0.76,764.86,18.89,Hydrogen,Site B,Solar
TURB-1049,COMP-1049,2025-11-14,325.62,9135.62,3683.74,225.37,459.15,53573,0.51,351.85,13.78,Hydrogen,Site A,Solar
TURB-1050,COMP-1050,2025-11-15,3151.78,41647.04,3441.32,663.4,297.46,44427,0.96,704.21,5.63,Natural Gas,Site C,Siemens
TURB-1051,COMP-1051,2025-11-16,7234.95,8221.55,4442.0,101.91,480.85,87951,0.57,187.16,1.78,Natural Gas,Site C,Siemens
TURB-1052,COMP-1052,2025-11-17,137.57,10010.08,4511.23,352.18,285.28,59942,0.76,742.69,11.53,Hydrogen,Site A,GE
TURB-1053,COMP-1053,2025-11-18,4726.63,37010.88,3708.13,649.26,427.06,71010,0.84,248.54,11.59,Natural Gas,Site D,Siemens
TURB-1054,COMP-1054,2025-11-19,3044.17,5369.7,4119.52,773.8,476.79,66581,0.55,502.67,24.36,Hydrogen,Site A,GE
TURB-1055,COMP-1055,2025-11-20,9148.04,47515.41,1282.44,971.25,488.16,48131,0.88,322.23,4.78,Hydrogen,Site D,GE
TURB-1056,COMP-1056,2025-11-21,9591.44,36924.79,3438.06,2254.16,486.22,75314,0.81,964.87,5.88,Diesel,Site B,GE
TURB-1057,COMP-1057,2025-11-22,4047.46,48882.27,2497.08,1435.51,437.78,38082,0.84,258.96,23.9,Diesel,Site A,Mitsubishi
TURB-1058,COMP-1058,2025-11-23,9775.09,22907.7,4260.46,2241.13,203.52,74587,0.58,1157.86,3.68,Diesel,Site D,Solar
TURB-1059,COMP-1059,2025-11-24,9713.44,12337.35,4808.81,206.56,496.12,83878,0.64,186.92,20.7,Natural Gas,Site A,Mitsubishi
TURB-1060,COMP-1060,2025-11-25,5803.24,46858.97,1409.78,865.21,391.97,60848,0.65,525.92,20.98,Hydrogen,Site B,Mitsubishi
TURB-1061,COMP-1061,2025-11-26,3915.8,25866.35,3389.69,996.17,427.13,9586,0.58,933.46,6.68,Hydrogen,Site D,Mitsubishi
TURB-1062,COMP-1062,2025-11-27,1145.33,47550.31,4288.77,197.31,401.75,44491,0.78,184.68,10.0,Hydrogen,Site A,Solar
TURB-1063,COMP-1063,2025-11-28,5580.51,47718.58,3439.98,2311.05,290.74,26239,0.54,411.58,22.93,Natural Gas,Site C,Siemens
TURB-1064,COMP-1064,2025-11-29,8365.25,40164.34,3471.75,754.88,275.19,56667,0.63,570.72,16.47,Hydrogen,Site A,Siemens
TURB-1065,COMP-1065,2025-11-30,4019.1,12065.68,4105.78,1965.09,212.87,56272,0.88,926.66,21.25,Diesel,Site C,Mitsubishi
TURB-1066,COMP-1066,2025-12-01,5102.55,12469.6,3542.57,1195.5,71.39,84183,0.62,955.5,20.78,Diesel,Site C,GE
TURB-1067,COMP-1067,2025-12-02,4043.57,32687.52,4152.5,1150.41,318.41,37536,0.6,1033.87,13.62,Diesel,Site A,Siemens
TURB-1068,COMP-1068,2025-12-03,7065.8,24380.08,4956.81,2127.53,167.53,6493,0.57,402.4,3.01,Hydrogen,Site C,GE
TURB-1069,COMP-1069,2025-12-04,5553.4,21410.75,2765.72,869.49,104.05,70279,0.81,67.62,14.17,Natural Gas,Site D,Solar
TURB-1070,COMP-1070,2025-12-05,5188.48,10994.03,3363.07,150.44,138.29,90810,0.73,877.43,2.15,Diesel,Site D,Solar
TURB-1071,COMP-1071,2025-12-06,2255.45,11872.68,3114.6,1316.19,199.72,7337,0.61,249.01,9.18,Natural Gas,Site D,Mitsubishi
TURB-1072,COMP-1072,2025-12-07,5971.54,18880.1,1481.5,633.58,13.83,59068,0.6,498.56,4.5,Diesel,Site A,GE
TURB-1073,COMP-1073,2025-12-08,4997.56,31935.4,4182.75,894.4,181.1,64050,0.99,975.59,11.38,Diesel,Site A,GE
TURB-1074,COMP-1074,2025-12-09,7051.39,3060.21,1992.87,928.49,322.3,74388,0.53,752.02,3.68,Natural Gas,Site B,GE
TURB-1075,COMP-1075,2025-12-10,6359.75,20164.99,4778.27,2229.45,108.18,96066,0.87,1054.51,10.94,Diesel,Site C,Solar
TURB-1076,COMP-1076,2025-12-11,3009.11,37631.5,4152.35,2178.43,114.14,3771,0.96,800.92,2.29,Diesel,Site A,Solar
TURB-1077,COMP-1077,2025-12-12,6335.83,21630.71,859.64,2338.29,87.0,32678,0.72,489.91,8.96,Hydrogen,Site A,Siemens
TURB-1078,COMP-1078,2025-12-13,7663.65,30249.2,393.12,1460.84,126.89,66924,0.74,88.18,10.85,Natural Gas,Site C,Solar
TURB-1079,COMP-1079,2025-12-14,6545.74,5925.64,786.81,1505.68,22.91,27063,0.93,66.96,6.55,Natural Gas,Site D,Mitsubishi
TURB-1080,COMP-1080,2025-12-15,5046.96,47004.01,3915.35,1253.02,489.45,61995,0.51,339.47,24.05,Natural Gas,Site D,Solar
TURB-1081,COMP-1081,2025-12-16,6643.64,7810.75,3672.88,1849.62,43.58,81101,0.59,793.65,8.33,Hydrogen,Site A,Mitsubishi
TURB-1082,COMP-1082,2025-12-17,4784.47,32805.75,3051.15,2310.38,366.84,34310,0.86,871.25,15.83,Hydrogen,Site C,Solar
TURB-1083,COMP-1083,2025-12-18,3459.03,9158.67,988.58,112.37,142.2,75076,0.76,445.82,8.06,Natural Gas,Site B,Siemens
TURB-1084,COMP-1084,2025-12-19,6254.44,49227.36,2303.86,719.09,253.58,68193,0.98,1022.64,20.2,Natural Gas,Site B,Mitsubishi
TURB-1085,COMP-1085,2025-12-20,288.36,32007.64,2722.51,176.27,172.68,31014,0.61,1134.86,17.6,Diesel,Site B,Mitsubishi
TURB-1086,COMP-1086,2025-12-21,1019.33,26503.69,4855.51,884.01,485.62,50853,0.94,392.93,20.0,Hydrogen,Site D,Solar
TURB-1087,COMP-1087,2025-12-22,1913.25,42427.73,1171.23,2127.78,185.75,71467,1.0,454.64,5.33,Diesel,Site C,Solar
TURB-1088,COMP-1088,2025-12-23,9792.36,9370.83,1822.23,1232.77,229.42,83884,0.5,516.18,9.75,Hydrogen,Site C,GE
TURB-1089,COMP-1089,2025-12-24,2936.96,21801.67,3249.16,2231.87,494.46,45595,0.64,369.56,6.26,Natural Gas,Site C,GE
TURB-1090,COMP-1090,2025-12-25,5051.33,48888.22,1131.47,2157.18,58.59,64453,0.99,793.61,18.07,Natural Gas,Site A,Mitsubishi
TURB-1091,COMP-1091,2025-12-26,5741.03,25833.34,977.58,396.97,154.87,74841,0.95,1095.34,17.46,Natural Gas,Site A,Siemens
TURB-1092,COMP-1092,2025-12-27,227.87,31821.36,2267.07,744.88,198.86,34007,0.55,541.61,24.42,Natural Gas,Site A,Mitsubishi
TURB-1093,COMP-1093,2025-12-28,858.89,4337.95,2652.16,1410.62,230.36,18526,0.63,257.06,22.7,Diesel,Site A,Mitsubishi
TURB-1094,COMP-1094,2025-12-29,1643.89,4526.27,3472.65,946.91,479.11,9646,0.81,274.53,23.51,Natural Gas,Site A,GE
TURB-1095,COMP-1095,2025-12-30,2256.92,4020.14,3825.41,1567.16,197.08,56448,0.62,880.1,15.12,Hydrogen,Site C,Siemens
TURB-1096,COMP-1096,2025-12-31,819.8,25032.04,4357.5,1511.85,147.96,32949,0.7,894.33,4.99,Diesel,Site B,Mitsubishi
TURB-1097,COMP-1097,2026-01-01,6539.82,36220.65,1760.66,128.14,163.99,34851,0.63,597.34,23.43,Diesel,Site B,Mitsubishi
TURB-1098,COMP-1098,2026-01-02,1284.02,16910.31,2570.12,1025.21,71.89,10383,0.65,924.81,22.02,Natural Gas,Site A,Solar
TURB-1099,COMP-1099,2026-01-03,8960.78,29186.11,4330.43,1150.16,78.96,42640,0.67,637.4,11.22,Diesel,Site B,Solar
TURB-1100,COMP-1100,2026-01-04,5081.49,29275.35,2370.46,2230.1,128.62,89028,0.76,400.69,14.5,Hydrogen,Site D,Siemens
TURB-1101,COMP-1101,2026-01-05,1950.95,8760.86,777.27,1792.99,94.31,23051,0.89,210.46,3.82,Natural Gas,Site A,GE
TURB-1102,COMP-1102,2026-01-06,2390.71,37794.01,2233.56,619.85,175.47,83106,0.78,643.59,10.2,Natural Gas,Site B,GE
TURB-1103,COMP-1103,2026-01-07,6503.0,27768.54,3872.34,1483.65,78.68,15249,0.62,1011.4,20.39,Natural Gas,Site B,Siemens
TURB-1104,COMP-1104,2026-01-08,1217.64,6882.24,2400.07,1069.19,287.15,72306,0.83,1114.55,24.46,Hydrogen,Site B,Mitsubishi
TURB-1105,COMP-1105,2026-01-09,543.36,47435.0,1300.92,2254.85,475.82,72707,0.92,119.77,12.89,Natural Gas,Site A,Mitsubishi
TURB-1106,COMP-1106,2026-01-10,8015.03,13079.98,4713.0,136.86,254.07,41462,0.82,1106.16,8.16,Diesel,Site C,GE
TURB-1107,COMP-1107,2026-01-11,4971.39,21238.62,1593.07,2491.59,228.79,56438,0.9,254.68,19.7,Natural Gas,Site D,Mitsubishi
TURB-1108,COMP-1108,2026-01-12,8514.42,47280.3,2644.58,379.55,101.02,41913,0.72,745.26,21.58,Natural Gas,Site B,Siemens
TURB-1109,COMP-1109,2026-01-13,9509.36,17291.5,1830.41,1596.21,118.97,42532,0.96,552.4,16.45,Natural Gas,Site C,GE
TURB-1110,COMP-1110,2026-01-14,4597.27,10068.74,2143.07,777.79,314.74,35689,0.81,856.05,12.84,Hydrogen,Site D,Mitsubishi
TURB-1111,COMP-1111,2026-01-15,3104.07,49142.09,3252.3,1297.19,67.73,56453,0.86,659.33,22.5,Hydrogen,Site C,Siemens
TURB-1112,COMP-1112,2026-01-16,3765.42,49788.01,2457.93,794.15,96.72,12519,0.56,498.19,17.39,Hydrogen,Site A,Mitsubishi
TURB-1113,COMP-1113,2026-01-17,8942.95,34703.18,600.5,1117.37,296.85,60592,0.81,131.9,1.52,Diesel,Site A,Mitsubishi
TURB-1114,COMP-1114,2026-01-18,9984.82,44812.59,2592.27,617.02,370.22,61147,0.51,80.43,24.34,Natural Gas,Site C,GE
TURB-1115,COMP-1115,2026-01-19,3874.62,49940.95,1560.65,252.47,471.52,3404,0.58,323.08,18.27,Hydrogen,Site A,Solar
TURB-1116,COMP-1116,2026-01-20,9649.0,8171.06,3191.85,1576.2,96.66,34211,0.85,907.62,12.84,Hydrogen,Site D,Siemens
TURB-1117,COMP-1117,2026-01-21,5103.46,42249.48,990.15,2195.6,361.66,2316,0.84,760.63,1.86,Natural Gas,Site B,Solar
TURB-1118,COMP-1118,2026-01-22,462.82,3270.1,2951.72,1424.87,129.15,36172,0.75,530.6,2.57,Hydrogen,Site A,Mitsubishi
TURB-1119,COMP-1119,2026-01-23,2105.48,32565.44,2305.1,1188.5,88.54,75336,0.83,665.69,24.25,Diesel,Site A,Mitsubishi
TURB-1120,COMP-1120,2026-01-24,3933.74,31581.64,4060.03,116.9,412.28,1457,0.91,729.45,20.21,Natural Gas,Site B,Solar
TURB-1121,COMP-1121,2026-01-25,3605.86,24865.37,1761.34,1254.03,156.02,57707,0.92,131.05,3.78,Natural Gas,Site A,Siemens
TURB-1122,COMP-1122,2026-01-26,8149.65,29203.74,590.28,1853.85,172.53,71748,0.94,421.16,19.08,Natural Gas,Site C,Solar
TURB-1123,COMP-1123,2026-01-27,7895.49,14611.0,517.7,437.39,203.96,96745,0.95,1061.24,5.56,Diesel,Site C,GE
TURB-1124,COMP-1124,2026-01-28,1350.04,1359.02,2306.98,1922.88,32.57,84615,0.78,893.44,10.62,Natural Gas,Site C,Siemens
TURB-1125,COMP-1125,2026-01-29,663.16,10221.16,2637.42,1235.24,440.01,82837,0.68,149.34,13.39,Hydrogen,Site B,Siemens
TURB-1126,COMP-1126,2026-01-30,7127.5,46768.7,1938.2,1919.04,485.85,68973,0.5,367.46,22.75,Natural Gas,Site C,Mitsubishi
TURB-1127,COMP-1127,2026-01-31,4313.57,14305.22,3958.83,414.32,110.63,93013,0.97,282.49,2.72,Diesel,Site B,Solar
TURB-1128,COMP-1128,2026-02-01,1799.67,35928.73,3359.89,544.29,47.21,77490,0.6,489.11,4.66,Hydrogen,Site C,Mitsubishi
TURB-1129,COMP-1129,2026-02-02,955.34,23300.25,2870.57,1143.17,250.12,36352,0.92,1179.69,19.64,Hydrogen,Site A,Solar
TURB-1130,COMP-1130,2026-02-03,2219.79,49077.92,3094.61,1217.91,332.62,69160,0.63,713.63,24.91,Natural Gas,Site D,Solar
TURB-1131,COMP-1131,2026-02-04,9586.94,48951.47,3840.67,2485.7,251.76,84545,0.66,231.71,19.74,Diesel,Site A,Siemens
TURB-1132,COMP-1132,2026-02-05,961.79,26930.33,3078.91,2466.08,329.76,31156,0.6,953.1,19.77,Hydrogen,Site A,GE
TURB-1133,COMP-1133,2026-02-06,5552.5,17884.19,1191.45,1169.42,476.05,30130,0.89,724.06,13.96,Natural Gas,Site B,Mitsubishi
TURB-1134,COMP-1134,2026-02-07,359.25,20778.31,2090.1,637.51,172.41,52716,0.72,1041.13,9.59,Diesel,Site C,Mitsubishi
TURB-1135,COMP-1135,2026-02-08,9043.51,18510.54,767.16,1746.96,445.27,30573,0.98,609.27,4.82,Hydrogen,Site D,Mitsubishi
TURB-1136,COMP-1136,2026-02-09,5168.53,3869.73,4369.29,524.32,276.87,6259,0.9,1073.99,5.78,Hydrogen,Site D,Mitsubishi
TURB-1137,COMP-1137,2026-02-10,9380.38,3439.02,1171.15,726.92,359.42,39852,0.78,1034.16,11.92,Natural Gas,Site C,Solar
TURB-1138,COMP-1138,2026-02-11,3314.2,28502.02,3041.26,1370.3,417.75,17512,0.89,123.0,24.14,Hydrogen,Site A,Mitsubishi
TURB-1139,COMP-1139,2026-02-12,4111.68,29188.52,362.47,2366.45,140.52,30960,0.92,998.09,15.77,Hydrogen,Site B,GE
TURB-1140,COMP-1140,2026-02-13,7520.64,4564.32,1657.11,121.04,184.05,3106,0.96,185.58,21.86,Hydrogen,Site C,Mitsubishi
TURB-1141,COMP-1141,2026-02-14,9425.21,19961.93,4485.52,1702.31,29.63,55452,0.54,175.82,7.24,Hydrogen,Site B,Siemens
TURB-1142,COMP-1142,2026-02-15,1486.43,46082.68,3991.57,2169.75,391.82,42870,0.9,234.22,10.73,Diesel,Site C,GE
TURB-1143,COMP-1143,2026-02-16,4037.97,22398.83,555.86,1847.62,44.69,73658,0.59,1108.33,18.69,Diesel,Site C,Siemens
TURB-1144,COMP-1144,2026-02-17,9708.8,18454.38,2834.52,1230.78,215.95,70438,0.96,619.28,3.11,Diesel,Site B,GE
TURB-1145,COMP-1145,2026-02-18,3325.94,4560.43,1981.85,2150.63,411.17,86610,0.59,419.43,7.98,Diesel,Site D,Siemens
TURB-1146,COMP-1146,2026-02-19,9375.69,41524.27,762.06,1966.65,60.54,87811,0.59,113.49,14.76,Hydrogen,Site A,Siemens
TURB-1147,COMP-1147,2026-02-20,6239.56,29944.63,4109.64,1847.59,496.77,11862,0.75,184.23,17.94,Diesel,Site C,Solar
TURB-1148,COMP-1148,2026-02-21,4859.29,9252.68,4362.55,310.01,286.59,56330,0.93,267.62,11.74,Natural Gas,Site B,Solar
TURB-1149,COMP-1149,2026-02-22,3386.68,21358.65,2572.42,1776.49,71.25,13551,0.54,263.67,21.86,Diesel,Site A,GE
TURB-1150,COMP-1150,2026-02-23,5140.17,36733.99,1030.75,431.2,16.98,34637,0.53,142.76,15.23,Diesel,Site D,Mitsubishi
TURB-1151,COMP-1151,2026-02-24,6572.57,13985.5,2155.62,2250.22,174.8,55762,0.88,142.56,16.8,Hydrogen,Site B,GE
TURB-1152,COMP-1152,2026-02-25,7135.26,24843.22,259.3,1637.93,118.07,75645,0.92,392.66,7.86,Diesel,Site D,Mitsubishi
TURB-1153,COMP-1153,2026-02-26,855.43,27613.9,3542.88,2200.73,237.13,39303,0.73,679.39,9.2,Natural Gas,Site B,Mitsubishi
TURB-1154,COMP-1154,2026-02-27,6439.3,35992.03,4525.98,469.05,238.39,77536,0.82,710.27,2.45,Natural Gas,Site B,GE
TURB-1155,COMP-1155,2026-02-28,8934.99,29060.53,176.87,1467.58,86.38,3428,0.56,381.39,3.26,Hydrogen,Site B,GE
TURB-1156,COMP-1156,2026-03-01,4326.24,23362.46,3308.49,84.32,332.87,91459,0.8,142.22,24.15,Diesel,Site C,GE
TURB-1157,COMP-1157,2026-03-02,2579.97,9472.59,535.81,277.46,212.09,61536,0.51,749.91,14.44,Hydrogen,Site A,GE
TURB-1158,COMP-1158,2026-03-03,7022.84,16193.24,1233.96,901.02,320.13,88339,0.65,804.61,4.36,Natural Gas,Site B,Mitsubishi
TURB-1159,COMP-1159,2026-03-04,1226.39,19933.34,2723.01,743.34,433.22,72303,0.51,852.92,8.82,Diesel,Site C,GE
TURB-1160,COMP-1160,2026-03-05,9334.29,45788.15,1667.53,2011.43,93.01,15827,0.64,1117.0,16.41,Natural Gas,Site C,GE
TURB-1161,COMP-1161,2026-03-06,5179.03,33234.85,128.84,1382.2,222.17,30752,0.51,91.8,21.67,Hydrogen,Site A,Mitsubishi
TURB-1162,COMP-1162,2026-03-07,6650.46,27514.65,4915.49,2266.89,422.26,7922,0.97,291.97,3.05,Hydrogen,Site D,Siemens
